month,yearweek,weekday,weekend,temperature_2m_max,temperature_2m_min,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max
0.2727272727272727,0.23529411764705882,0.6666666666666666,0.0,0.4275862068965517,0.4497206703910615,0.005213764337851929,0.0,0.13043478260869565,0.12189054726368159
0.2727272727272727,0.23529411764705882,0.8333333333333333,1.0,0.5149425287356322,0.39944134078212296,0.0,0.0,0.0,0.3233830845771144
0.2727272727272727,0.23529411764705882,1.0,1.0,0.5816091954022988,0.511173184357542,0.0,0.0,0.0,0.14427860696517414
0.2727272727272727,0.25490196078431376,0.0,0.0,0.5954022988505747,0.6201117318435754,0.0,0.0,0.0,0.07960199004975124
0.2727272727272727,0.25490196078431376,0.16666666666666666,0.0,0.6459770114942529,0.6061452513966481,0.0010427528675703858,0.0,0.043478260869565216,0.3805970149253732
0.2727272727272727,0.25490196078431376,0.3333333333333333,0.0,0.48275862068965514,0.6201117318435754,0.006256517205422314,0.0,0.17391304347826086,0.39054726368159204
0.2727272727272727,0.25490196078431376,0.5,0.0,0.4206896551724138,0.5139664804469274,0.0,0.0,0.0,0.3159203980099502
0.2727272727272727,0.25490196078431376,0.6666666666666666,0.0,0.4574712643678161,0.4189944134078213,0.0,0.0,0.0,0.15920398009950248
0.2727272727272727,0.25490196078431376,0.8333333333333333,1.0,0.4436781609195402,0.3743016759776537,0.0,0.0,0.0,0.1616915422885572
0.2727272727272727,0.25490196078431376,1.0,1.0,0.37241379310344824,0.5223463687150838,0.0145985401459854,0.0,0.30434782608695654,0.1318407960199005
0.2727272727272727,0.27450980392156865,0.0,0.0,0.4528735632183908,0.511173184357542,0.0,0.0,0.0,0.19651741293532338
0.2727272727272727,0.27450980392156865,0.16666666666666666,0.0,0.4574712643678161,0.6005586592178771,0.028154327424400417,0.0,0.43478260869565216,0.062189054726368126
0.2727272727272727,0.27450980392156865,0.3333333333333333,0.0,0.5379310344827586,0.547486033519553,0.016684045881126174,0.0,0.3913043478260869,0.07462686567164176
0.2727272727272727,0.27450980392156865,0.5,0.0,0.4183908045977011,0.5139664804469274,0.08133472367049009,0.0,0.5217391304347826,0.24626865671641796
0.2727272727272727,0.27450980392156865,0.6666666666666666,0.0,0.45057471264367815,0.42458100558659223,0.047966631908237745,0.0,0.21739130434782608,0.3159203980099502
0.2727272727272727,0.27450980392156865,0.8333333333333333,1.0,0.46206896551724136,0.553072625698324,0.026068821689259645,0.0,0.17391304347826086,0.2860696517412935
0.2727272727272727,0.27450980392156865,1.0,1.0,0.4114942528735632,0.5195530726256984,0.03232533889468196,0.0,0.2608695652173913,0.3482587064676617
0.2727272727272727,0.29411764705882354,0.0,0.0,0.4160919540229885,0.4022346368715084,0.0,0.0,0.0,0.3308457711442786
0.2727272727272727,0.29411764705882354,0.16666666666666666,0.0,0.4413793103448275,0.5698324022346369,0.0010427528675703858,0.0,0.043478260869565216,0.592039800995025
0.2727272727272727,0.29411764705882354,0.3333333333333333,0.0,0.4298850574712643,0.48882681564245817,0.0,0.0,0.0,0.38308457711442795
0.2727272727272727,0.29411764705882354,0.5,0.0,0.4873563218390804,0.393854748603352,0.0,0.0,0.0,0.15422885572139305
0.2727272727272727,0.29411764705882354,0.6666666666666666,0.0,0.45517241379310347,0.4748603351955308,0.0,0.0,0.0,0.2810945273631841
0.2727272727272727,0.29411764705882354,0.8333333333333333,1.0,0.38850574712643676,0.46648044692737434,0.0,0.0,0.0,0.22139303482587064
0.2727272727272727,0.29411764705882354,1.0,1.0,0.3218390804597701,0.4050279329608939,0.020855057351407715,0.0,0.30434782608695654,0.32089552238805974
0.2727272727272727,0.3137254901960784,0.0,0.0,0.34712643678160915,0.3770949720670391,0.005213764337851929,0.02127659574468085,0.2608695652173913,0.2661691542288557
0.2727272727272727,0.3137254901960784,0.16666666666666666,0.0,0.3333333333333333,0.4329608938547486,0.05943691345151199,0.02127659574468085,0.6086956521739131,0.32835820895522383
0.2727272727272727,0.3137254901960784,0.3333333333333333,0.0,0.3195402298850575,0.446927374301676,0.02711157455683003,0.06382978723404255,0.5217391304347826,0.5049751243781095
0.2727272727272727,0.3137254901960784,0.5,0.0,0.35862068965517235,0.4134078212290503,0.035453597497393116,0.0,0.5217391304347826,0.42786069651741293
0.2727272727272727,0.3137254901960784,0.6666666666666666,0.0,0.4781609195402299,0.38547486033519557,0.0,0.0,0.0,0.37562189054726375
